campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,ROI,Cost_Per_Conversion,campaign_month
CAMP_02259,Lead Generation,Facebook,Feed,Desktop,Windows,Image,1080x1080,Medium,TRUE,Joy,2,25-34,Male,Business Professionals,$50K-$100K,High,FALSE,22-10-2025,4,Wednesday,6,46,6,3.26,10203,219,10,713.94,1429.3,32.68,123,3.72,Education,Low,0.021464275,3.26,0.0456621,71.39,2,715.36,1.001988963,71.394,2025-10
CAMP_02260,Lead Generation,Twitter,Display Network,Mobile,Windows,Carousel,728x90,Medium,TRUE,Joy,21,45-54,All,Business Professionals,$50K-$100K,Medium,FALSE,30-07-2024,3,Tuesday,12,77,6,3.27,14651,561,8,1834.47,1640.39,61.83,132,3.89,Education,Medium,0.038290902,3.27,0.01426025,229.31,0.89,-194.08,-0.105796225,229.30875,2024-07
CAMP_02261,Conversions,Instagram,Display Network,Mobile,iOS,Video,320x50,Medium,FALSE,Trust,42,35-44,All,Students,>$200K,Medium,FALSE,10-05-2025,2,Saturday,5,66,6,2.7,100012,2254,22,6085.8,10314.5,63.21,78,1.3,Healthcare,Medium,0.022537296,2.7,0.009760426,276.63,1.69,4228.7,0.694847021,276.6272727,2025-05
CAMP_02262,Conversions,Facebook,Search,Desktop,macOS,Image,300x250,Medium,TRUE,Joy,22,18-24,All,Students,$50K-$100K,Medium,FALSE,07-07-2025,3,Monday,13,78,7,0.97,88754,3182,96,3086.54,12992.95,51.63,164,4.88,E-commerce,Low,0.035851905,0.97,0.030169705,32.15,4.21,9906.41,3.209551796,32.15145833,2025-07
CAMP_02263,App Installs,TikTok,Feed,Desktop,Android,Image,1920x1080,Short,TRUE,Trust,89,55-64,All,Tech Enthusiasts,<$50K,Medium,TRUE,27-12-2024,4,Friday,4,15,4,1.86,9568,152,12,282.72,2910.45,52.68,60,1.68,SaaS,Low,0.015886288,1.86,0.078947368,23.56,10.29,2627.73,9.294460951,23.56,2024-12
CAMP_02264,Lead Generation,Google Ads,Feed,Mobile,Other,Image,300x250,Short,TRUE,Joy,58,25-34,All,Tech Enthusiasts,<$50K,Medium,FALSE,02-02-2024,1,Friday,19,25,7,1.73,39361,1151,66,1991.23,15894.67,47.35,50,2.66,Finance,Low,0.029242143,1.73,0.057341442,30.17,7.98,13903.44,6.98233755,30.17015152,2024-02
CAMP_02265,Conversions,TikTok,Search,Desktop,Android,Image,1080x1080,Short,TRUE,Curiosity,36,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,FALSE,18-09-2024,3,Wednesday,16,60,6,0.9,15949,473,39,425.7,4643.58,24.5,203,3.32,E-commerce,Medium,0.029657032,0.9,0.082452431,10.92,10.91,4217.88,9.908104299,10.91538462,2024-09
CAMP_02266,Conversions,Facebook,Search,Desktop,iOS,Carousel,300x250,Medium,FALSE,Fear,16,55-64,Female,Students,$100K-$200K,Medium,FALSE,18-09-2024,3,Wednesday,0,38,6,1.64,121073,3159,71,5180.76,30391.16,43.75,116,3.18,E-commerce,High,0.026091697,1.64,0.022475467,72.97,5.87,25210.4,4.866158633,72.9684507,2024-09
CAMP_02267,Conversions,Google Ads,Search,Mobile,macOS,Carousel,300x250,Medium,FALSE,Urgency,37,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,FALSE,25-08-2025,3,Monday,10,88,7,2.32,21610,680,3,1577.6,902.3,83.84,10,2.96,E-commerce,Medium,0.031466913,2.32,0.004411765,525.87,0.57,-675.3,-0.428055274,525.8666667,2025-08
CAMP_02268,Conversions,Facebook,Display Network,Mobile,Windows,Image,1080x1080,Medium,TRUE,Curiosity,21,18-24,Male,Health & Fitness,>$200K,Medium,TRUE,22-01-2026,1,Thursday,6,37,7,1.37,8732,228,7,312.36,2575.59,77.83,39,1,SaaS,Low,0.026110857,1.37,0.030701754,44.62,8.25,2263.23,7.245582021,44.62285714,2026-01
CAMP_02269,Lead Generation,LinkedIn,Stories,Mobile,Windows,Interactive,1920x1080,Medium,TRUE,Trust,65,45-54,All,Students,$100K-$200K,High,FALSE,27-04-2025,2,Sunday,22,27,5,4.62,67679,879,31,4060.98,15852.21,44.02,53,4.09,Healthcare,Medium,0.012987781,4.62,0.035267349,131,3.9,11791.23,2.903542987,130.9993548,2025-04
CAMP_02270,Lead Generation,Google Ads,Feed,Mobile,iOS,Story,1080x1080,Medium,FALSE,Joy,59,35-44,Female,Gamers,<$50K,Low,FALSE,23-03-2024,1,Saturday,2,29,4,4.18,38565,181,1,756.58,395.37,67.24,71,2.36,Finance,Medium,0.004693375,4.18,0.005524862,756.58,0.52,-361.21,-0.477424727,756.58,2024-03
CAMP_02271,Brand Awareness,Instagram,In-Stream Video,Mobile,macOS,Image,1920x1080,Short,FALSE,Joy,67,25-34,All,Tech Enthusiasts,>$200K,High,FALSE,21-06-2025,2,Saturday,16,16,3,1.21,39531,146,0,176.66,0,43.57,89,4.36,Finance,Medium,0.003693304,1.21,0,0,0,-176.66,-1,,2025-06
CAMP_02272,Lead Generation,Google Ads,Stories,Mobile,Windows,Image,1080x1080,Short,TRUE,Urgency,26,35-44,Male,Tech Enthusiasts,$100K-$200K,High,FALSE,10-04-2025,2,Thursday,17,63,7,4.94,33701,946,50,4673.24,45839.42,32.91,76,4.35,Finance,Medium,0.028070384,4.94,0.052854123,93.46,9.81,41166.18,8.808916298,93.4648,2025-04
CAMP_02273,Lead Generation,Instagram,Search,Tablet,Android,Carousel,728x90,Long,TRUE,Trust,35,65+,Male,Business Professionals,<$50K,Medium,FALSE,23-04-2024,2,Tuesday,1,6,6,0.84,174573,2652,51,2227.68,23111.75,13.29,140,5.08,SaaS,High,0.015191353,0.84,0.019230769,43.68,10.37,20884.07,9.374806974,43.68,2024-04
CAMP_02274,Conversions,TikTok,In-Stream Video,Desktop,macOS,Video,300x250,Medium,TRUE,Curiosity,9,18-24,Male,Business Professionals,$50K-$100K,Low,FALSE,23-06-2024,2,Sunday,10,11,5,1.19,108471,2669,33,3176.11,6560.38,60.75,76,4.45,Education,High,0.024605655,1.19,0.012364181,96.25,2.07,3384.27,1.065539292,96.24575758,2024-06
CAMP_02275,Engagement,Facebook,In-Stream Video,Desktop,Windows,Image,728x90,Medium,TRUE,Trust,9,25-34,Female,Business Professionals,$50K-$100K,High,TRUE,02-10-2024,4,Wednesday,19,56,8,2.54,5000,189,33,480.06,5621.45,22.29,195,6.23,Education,Low,0.0378,2.54,0.174603175,14.55,11.71,5141.39,10.70989043,14.54727273,2024-10
CAMP_02276,Conversions,Facebook,Search,Desktop,iOS,Image,1920x1080,Short,TRUE,Curiosity,77,35-44,Female,Tech Enthusiasts,$50K-$100K,Medium,FALSE,18-07-2024,3,Thursday,0,78,6,2.36,172643,2405,110,5675.8,69553.87,41.5,167,2.25,SaaS,Medium,0.013930481,2.36,0.045738046,51.6,12.25,63878.07,11.25446105,51.59818182,2024-07
CAMP_02277,Conversions,TikTok,Feed,Mobile,Android,Story,1080x1080,Medium,TRUE,Urgency,23,35-44,Female,Business Professionals,>$200K,High,FALSE,27-12-2025,4,Saturday,7,72,6,0.61,50347,633,11,386.13,8255.45,38.34,183,4.54,SaaS,Medium,0.012572745,0.61,0.017377567,35.1,21.38,7869.32,20.37997566,35.10272727,2025-12
CAMP_02278,Lead Generation,LinkedIn,Sidebar,Mobile,Windows,Story,1080x1080,Medium,TRUE,Trust,53,25-34,All,Gamers,$50K-$100K,High,FALSE,07-08-2024,3,Wednesday,6,30,6,4.62,10019,227,20,1048.74,5594.59,36.97,61,4.45,Education,Medium,0.022656952,4.62,0.088105727,52.44,5.33,4545.85,4.334582451,52.437,2024-08
CAMP_02279,Conversions,LinkedIn,Search,Desktop,macOS,Carousel,728x90,Medium,FALSE,Urgency,49,25-34,Male,Business Professionals,$50K-$100K,Medium,FALSE,24-09-2025,3,Wednesday,23,41,4,5.31,7130,137,6,727.47,1792.21,64.13,90,3.08,Education,Medium,0.019214586,5.31,0.04379562,121.24,2.46,1064.74,1.463620493,121.245,2025-09
CAMP_02280,Brand Awareness,Facebook,Stories,Mobile,Android,Image,300x250,Short,TRUE,Curiosity,38,45-54,All,Business Professionals,$50K-$100K,Low,FALSE,12-04-2024,2,Friday,2,20,7,0.77,69929,1657,19,1275.89,10024.11,58.52,43,1.99,Healthcare,Medium,0.023695463,0.77,0.011466506,67.15,7.86,8748.22,6.85656287,67.15210526,2024-04
CAMP_02281,Lead Generation,Facebook,Search,Desktop,Windows,Image,300x250,Short,FALSE,Joy,3,35-44,Female,Health & Fitness,>$200K,Medium,FALSE,04-04-2025,2,Friday,20,46,4,3.97,93798,1507,52,5982.79,15169.43,39.61,68,3.59,E-commerce,Medium,0.016066441,3.97,0.03450564,115.05,2.54,9186.64,1.535511024,115.0536538,2025-04
CAMP_02282,Lead Generation,Instagram,Stories,Desktop,Windows,Image,1920x1080,Short,TRUE,Joy,21,25-34,Female,Business Professionals,>$200K,High,FALSE,25-07-2024,3,Thursday,18,42,8,0.68,117932,4632,615,3149.76,1067129.85,14.26,193,7.05,Finance,High,0.039276871,0.68,0.132772021,5.12,338.8,1063980.09,337.7971941,5.121560976,2024-07
CAMP_02283,Lead Generation,Google Ads,In-Stream Video,Tablet,iOS,Text,1080x1080,Long,FALSE,Curiosity,31,18-24,Female,Shoppers,$100K-$200K,Medium,TRUE,17-01-2024,1,Wednesday,23,35,4,5.76,66183,868,41,4999.68,48939.6,53.33,104,3.01,Finance,Low,0.01311515,5.76,0.047235023,121.94,9.79,43939.92,8.788546467,121.9434146,2024-01
CAMP_02284,Brand Awareness,Facebook,Stories,Mobile,iOS,Carousel,728x90,Long,TRUE,Trust,61,45-54,All,Tech Enthusiasts,$50K-$100K,Medium,FALSE,08-03-2024,1,Friday,23,67,7,1.21,8731,171,1,206.91,564.39,60.63,114,2.09,Healthcare,Low,0.019585385,1.21,0.005847953,206.91,2.73,357.48,1.727707699,206.91,2024-03
CAMP_02285,Brand Awareness,Google Ads,Display Network,Desktop,Windows,Carousel,1080x1080,Medium,TRUE,Trust,45,35-44,Female,Shoppers,$50K-$100K,High,FALSE,23-01-2026,1,Friday,12,36,7,1.81,67468,4325,519,7828.25,158932.06,25.81,160,6.02,Education,Medium,0.064104464,1.81,0.12,15.08,20.3,151103.81,19.30237409,15.08333333,2026-01
CAMP_02286,Lead Generation,TikTok,Display Network,Desktop,Windows,Video,1080x1080,Medium,TRUE,Fear,46,45-54,Female,Gamers,$50K-$100K,Medium,FALSE,24-12-2025,4,Wednesday,15,34,6,0.62,25058,743,37,460.66,22543.04,35.48,151,3.14,Healthcare,Low,0.029651209,0.62,0.049798116,12.45,48.94,22082.38,47.93639561,12.45027027,2025-12
CAMP_02287,Engagement,TikTok,Display Network,Desktop,Windows,Image,1920x1080,Short,FALSE,Urgency,15,18-24,All,Gamers,$50K-$100K,High,FALSE,22-09-2024,3,Sunday,4,26,4,1.45,67901,644,12,933.8,5205.35,29.87,129,5.31,SaaS,High,0.009484396,1.45,0.01863354,77.82,5.57,4271.55,4.574373528,77.81666667,2024-09
CAMP_02288,Lead Generation,Google Ads,Search,Mobile,macOS,Image,300x250,Short,TRUE,Trust,81,35-44,All,Gamers,$50K-$100K,Low,FALSE,04-08-2025,3,Monday,11,20,5,6.63,139677,2153,48,14274.39,45183.4,74.64,86,3.56,Finance,Medium,0.015414134,6.63,0.022294473,297.38,3.17,30909.01,2.165347171,297.383125,2025-08
CAMP_02289,Lead Generation,Google Ads,Display Network,Mobile,Windows,Video,1200x628,Short,TRUE,Curiosity,78,18-24,All,Students,$100K-$200K,Medium,TRUE,22-04-2025,2,Tuesday,6,77,5,4.72,77915,1059,43,4998.48,37595.18,72.37,10,2.39,Healthcare,Low,0.013591735,4.72,0.040604344,116.24,7.52,32596.7,6.521322482,116.2437209,2025-04
CAMP_02290,Brand Awareness,Google Ads,Stories,Tablet,Windows,Image,1080x1080,Medium,TRUE,Urgency,16,35-44,Male,Shoppers,$100K-$200K,Medium,FALSE,15-02-2025,1,Saturday,12,36,7,3.52,54012,783,20,2756.16,11430.85,22.99,173,5.5,Healthcare,Medium,0.014496778,3.52,0.025542784,137.81,4.15,8674.69,3.14738259,137.808,2025-02
CAMP_02291,Conversions,Facebook,Feed,Mobile,iOS,Video,1920x1080,Short,TRUE,Urgency,17,25-34,Male,Tech Enthusiasts,<$50K,Low,FALSE,12-07-2024,3,Friday,16,69,5,1.01,57828,1808,25,1826.08,6343.33,68.09,87,3.1,Healthcare,Medium,0.031265131,1.01,0.013827434,73.04,3.47,4517.25,2.473741567,73.0432,2024-07
CAMP_02292,Lead Generation,Facebook,Display Network,Mobile,iOS,Story,300x250,Medium,TRUE,Joy,26,25-34,Female,Business Professionals,>$200K,High,FALSE,07-03-2025,1,Friday,11,89,6,3.55,10773,277,11,983.35,15819.73,25.57,161,5.06,Healthcare,Medium,0.025712429,3.55,0.039711191,89.4,16.09,14836.38,15.08758835,89.39545455,2025-03
CAMP_02293,Lead Generation,Instagram,Stories,Mobile,Windows,Carousel,728x90,Medium,TRUE,Curiosity,78,35-44,All,Business Professionals,$50K-$100K,Medium,FALSE,21-09-2024,3,Saturday,8,9,5,3.14,234470,3804,76,11944.56,17923.28,44.58,105,2.44,E-commerce,Medium,0.016223824,3.14,0.01997897,157.17,1.5,5978.72,0.500539158,157.1652632,2024-09
CAMP_02294,Lead Generation,Facebook,Feed,Mobile,Windows,Image,300x250,Long,FALSE,Neutral,45,45-54,Female,Health & Fitness,$100K-$200K,Medium,FALSE,02-04-2024,2,Tuesday,14,28,4,1.39,46706,384,4,533.76,1697.78,68.41,87,1,E-commerce,Medium,0.008221642,1.39,0.010416667,133.44,3.18,1164.02,2.180792866,133.44,2024-04
CAMP_02295,Brand Awareness,Google Ads,Feed,Desktop,Android,Video,728x90,Long,TRUE,Urgency,22,55-64,Female,Tech Enthusiasts,<$50K,High,FALSE,04-07-2025,3,Friday,2,55,6,2.39,500000,14716,801,35171.24,365458.86,29.83,160,5.97,SaaS,High,0.029432,2.39,0.054430552,43.91,10.39,330287.62,9.390843769,43.90916355,2025-07
CAMP_02296,Brand Awareness,Twitter,Feed,Mobile,Windows,Image,300x250,Long,TRUE,Urgency,67,18-24,Female,Business Professionals,$50K-$100K,High,TRUE,07-04-2024,2,Sunday,2,9,4,1.54,5000,33,0,50.82,0,38.56,214,3.3,SaaS,Low,0.0066,1.54,0,0,0,-50.82,-1,,2024-04
CAMP_02297,Lead Generation,Facebook,Display Network,Mobile,Windows,Video,1920x1080,Medium,TRUE,Joy,67,45-54,Female,Students,$50K-$100K,Low,FALSE,05-03-2024,1,Tuesday,6,15,5,1.72,101811,2062,56,3546.64,11661,84.54,47,2.43,Education,Medium,0.020253214,1.72,0.027158099,63.33,3.29,8114.36,2.287900661,63.33285714,2024-03
CAMP_02298,Brand Awareness,LinkedIn,Search,Mobile,iOS,Image,300x250,Medium,TRUE,Joy,79,65+,Male,Health & Fitness,<$50K,High,FALSE,07-05-2024,2,Tuesday,8,48,4,4.54,37754,137,4,621.98,606.4,19.44,149,6.51,Gaming,Medium,0.003628755,4.54,0.02919708,155.5,0.97,-15.58,-0.025049037,155.495,2024-05
CAMP_02299,Brand Awareness,Google Ads,Feed,Desktop,Windows,Text,320x50,Medium,TRUE,Trust,68,18-24,Male,Shoppers,<$50K,Medium,FALSE,26-06-2025,2,Thursday,16,10,5,1.65,31811,468,6,772.2,1552.48,67.29,129,3.26,Education,Low,0.014711892,1.65,0.012820513,128.7,2.01,780.28,1.01046361,128.7,2025-06
CAMP_02300,Lead Generation,Facebook,Display Network,Desktop,Android,Video,300x250,Short,TRUE,Joy,32,55-64,Male,Health & Fitness,$50K-$100K,Medium,FALSE,03-04-2025,2,Thursday,9,30,5,2.59,58555,1189,54,3079.51,20457.49,39.55,114,2.46,Education,Medium,0.020305695,2.59,0.045416316,57.03,6.64,17377.98,5.643099064,57.02796296,2025-04
CAMP_02301,Conversions,Instagram,Feed,Desktop,Windows,Video,300x250,Short,TRUE,Trust,16,55-64,Female,Gamers,<$50K,Medium,FALSE,31-08-2024,3,Saturday,3,6,4,1.22,136562,1455,28,1775.1,5990.36,43.32,118,3.37,SaaS,High,0.010654501,1.22,0.019243986,63.4,3.37,4215.26,2.374660583,63.39642857,2024-08
CAMP_02302,Conversions,LinkedIn,Display Network,Desktop,Windows,Video,1920x1080,Long,FALSE,Trust,60,25-34,All,Students,<$50K,Low,TRUE,13-05-2025,2,Tuesday,8,44,6,6.21,104417,3210,148,19934.1,14856.76,60.21,71,1.33,E-commerce,High,0.030742121,6.21,0.046105919,134.69,0.75,-5077.34,-0.254706257,134.6898649,2025-05
CAMP_02303,Lead Generation,Facebook,Stories,Tablet,Windows,Carousel,300x250,Medium,TRUE,Trust,30,25-34,Male,Shoppers,$100K-$200K,Low,FALSE,28-11-2024,4,Thursday,4,90,7,2.25,5000,121,1,272.25,380.14,54.91,100,1.99,Education,Low,0.0242,2.25,0.008264463,272.25,1.4,107.89,0.396290174,272.25,2024-11
CAMP_02304,Lead Generation,LinkedIn,Search,Mobile,Android,Interactive,300x250,Short,FALSE,Joy,37,25-34,Female,Business Professionals,>$200K,Medium,TRUE,03-03-2024,1,Sunday,8,14,5,9.45,5000,80,0,756,0,65.49,97,2.47,SaaS,Low,0.016,9.45,0,0,0,-756,-1,,2024-03
CAMP_02305,Engagement,Twitter,Stories,Mobile,Android,Carousel,728x90,Short,TRUE,Trust,8,55-64,Female,Tech Enthusiasts,>$200K,Medium,FALSE,09-05-2024,2,Thursday,2,19,6,1.11,205924,2767,15,3071.37,8513.27,77.51,19,1.36,Education,High,0.013436996,1.11,0.005421034,204.76,2.77,5441.9,1.771815183,204.758,2024-05
CAMP_02306,Lead Generation,Google Ads,Feed,Mobile,Android,Image,300x250,Short,FALSE,Fear,31,18-24,All,Tech Enthusiasts,$50K-$100K,High,TRUE,26-12-2025,4,Friday,14,51,8,4.45,22880,858,98,3818.1,16726.4,21.66,226,7.19,Gaming,Medium,0.0375,4.45,0.114219114,38.96,4.38,12908.3,3.380817684,38.96020408,2025-12
CAMP_02307,Brand Awareness,Facebook,Display Network,Mobile,Windows,Video,1080x1080,Short,TRUE,Urgency,3,35-44,All,Health & Fitness,$100K-$200K,Medium,TRUE,04-08-2024,3,Sunday,7,83,8,3.24,93669,4586,33,14858.64,15182.04,70.2,43,2.57,Education,Medium,0.048959634,3.24,0.007195813,450.26,1.02,323.4,0.021765114,450.2618182,2024-08
CAMP_02308,Conversions,Instagram,Feed,Tablet,Android,Carousel,300x250,Long,TRUE,Curiosity,84,35-44,Female,Tech Enthusiasts,$50K-$100K,Medium,TRUE,22-06-2024,2,Saturday,15,20,2,4.99,197570,623,28,3108.77,10016.32,46.16,148,1,Healthcare,Medium,0.003153313,4.99,0.04494382,111.03,3.22,6907.55,2.22195595,111.0275,2024-06
CAMP_02309,Brand Awareness,Google Ads,Sidebar,Mobile,iOS,Video,1920x1080,Medium,FALSE,Trust,5,35-44,Female,Business Professionals,<$50K,Medium,FALSE,15-12-2024,4,Sunday,15,80,4,7.51,127254,2663,12,19999.13,7143.67,66.41,96,1.36,Healthcare,Medium,0.020926651,7.51,0.004506196,1666.59,0.36,-12855.46,-0.642800962,1666.594167,2024-12
CAMP_02310,Lead Generation,TikTok,Search,Mobile,Other,Image,1080x1080,Short,TRUE,Curiosity,46,25-34,Female,Shoppers,>$200K,High,FALSE,04-07-2024,3,Thursday,3,69,7,1.1,54245,1101,21,1211.1,15710.94,37.93,87,3.35,Education,Low,0.020296802,1.1,0.019073569,57.67,12.97,14499.84,11.97245479,57.67142857,2024-07
CAMP_02311,Lead Generation,LinkedIn,Stories,Mobile,Android,Image,728x90,Short,TRUE,Joy,43,25-34,Female,Business Professionals,$100K-$200K,Medium,FALSE,09-07-2024,3,Tuesday,14,47,6,8.06,50787,723,21,5827.38,13092.93,50.96,106,3.93,Healthcare,Medium,0.014235927,8.06,0.029045643,277.49,2.25,7265.55,1.246795301,277.4942857,2024-07
CAMP_02312,App Installs,LinkedIn,Search,Mobile,iOS,Image,1080x1080,Long,FALSE,Trust,69,25-34,All,Tech Enthusiasts,<$50K,Low,FALSE,25-05-2025,2,Sunday,16,25,6,9.6,72488,1334,12,12806.4,1057.69,76.63,30,2.99,Gaming,High,0.018403046,9.6,0.008995502,1067.2,0.08,-11748.71,-0.917409264,1067.2,2025-05
CAMP_02313,Lead Generation,Facebook,Feed,Mobile,Windows,Image,300x250,Long,TRUE,Urgency,66,25-34,Female,Tech Enthusiasts,>$200K,Medium,FALSE,16-03-2025,1,Sunday,2,58,4,2.44,26723,307,4,749.08,4081.05,60.58,82,1.58,Healthcare,Medium,0.011488231,2.44,0.013029316,187.27,5.45,3331.97,4.448082982,187.27,2025-03
CAMP_02314,Conversions,Facebook,Stories,Tablet,Windows,Carousel,1200x628,Short,TRUE,Joy,51,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,TRUE,06-07-2024,3,Saturday,6,51,6,2.62,8195,103,0,269.86,0,63.37,37,2.86,Healthcare,Medium,0.012568639,2.62,0,0,0,-269.86,-1,,2024-07
CAMP_02315,Engagement,LinkedIn,Sidebar,Desktop,Android,Video,1080x1080,Medium,FALSE,Urgency,90,55-64,Female,Gamers,$50K-$100K,Low,TRUE,10-09-2025,3,Wednesday,16,42,3,5.18,34084,405,10,2097.9,1152.91,70.95,55,2.37,E-commerce,Medium,0.011882408,5.18,0.024691358,209.79,0.55,-944.99,-0.450445684,209.79,2025-09
CAMP_02316,Brand Awareness,Google Ads,Feed,Desktop,Windows,Text,1080x1080,Long,TRUE,Joy,16,35-44,Male,Business Professionals,$100K-$200K,High,FALSE,19-01-2026,1,Monday,18,15,7,2.35,92529,1394,133,3275.9,56829.96,22.86,115,6.51,SaaS,Low,0.015065547,2.35,0.095408895,24.63,17.35,53554.06,16.34789218,24.63082707,2026-01
CAMP_02317,Lead Generation,Facebook,Search,Desktop,iOS,Text,728x90,Medium,TRUE,Trust,40,45-54,Male,Tech Enthusiasts,$100K-$200K,Medium,TRUE,22-10-2024,4,Tuesday,8,59,8,1.92,56717,1495,195,2870.4,119488.08,35.01,109,2.21,SaaS,Low,0.02635894,1.92,0.130434783,14.72,41.63,116617.68,40.62767559,14.72,2024-10
CAMP_02318,Lead Generation,Google Ads,Stories,Mobile,Android,Image,1080x1080,Medium,TRUE,Trust,49,25-34,Female,Tech Enthusiasts,$100K-$200K,High,TRUE,02-05-2025,2,Friday,4,65,10,1.2,58666,1039,43,1246.8,16715.9,33.09,130,3.57,E-commerce,Medium,0.017710429,1.2,0.041385948,29,13.41,15469.1,12.40704203,28.99534884,2025-05
CAMP_02319,Lead Generation,Google Ads,Search,Mobile,iOS,Video,728x90,Medium,TRUE,Joy,66,18-24,Male,Shoppers,<$50K,Medium,FALSE,21-05-2024,2,Tuesday,3,75,3,5.36,195249,932,23,4995.52,4290.43,59.97,123,2.55,E-commerce,Low,0.004773392,5.36,0.024678112,217.2,0.86,-705.09,-0.141144465,217.1965217,2024-05
CAMP_02320,Lead Generation,Instagram,Feed,Desktop,Android,Image,1080x1080,Short,FALSE,Urgency,45,55-64,Female,Tech Enthusiasts,$50K-$100K,Low,FALSE,06-10-2024,4,Sunday,5,55,8,2.91,119834,3372,77,9812.52,36318.13,37.46,107,1.75,Healthcare,High,0.028138926,2.91,0.022835113,127.44,3.7,26505.61,2.701203157,127.4353247,2024-10
CAMP_02321,App Installs,Facebook,Stories,Mobile,Windows,Text,320x50,Short,TRUE,Joy,79,45-54,All,Business Professionals,<$50K,Low,FALSE,15-06-2024,2,Saturday,18,72,6,2.6,14203,107,0,278.2,0,85.48,19,2.24,E-commerce,Low,0.00753362,2.6,0,0,0,-278.2,-1,,2024-06
CAMP_02322,Conversions,Instagram,Sidebar,Desktop,Android,Video,1080x1080,Medium,TRUE,Joy,23,25-34,Male,Business Professionals,$50K-$100K,Low,FALSE,21-12-2024,4,Saturday,8,18,4,2.67,8874,198,5,528.66,2575.78,51.5,148,2.53,SaaS,High,0.022312373,2.67,0.025252525,105.73,4.87,2047.12,3.872280861,105.732,2024-12
CAMP_02323,Conversions,Google Ads,Feed,Mobile,Windows,Text,320x50,Long,FALSE,Fear,86,25-34,Male,Tech Enthusiasts,$100K-$200K,Medium,FALSE,22-09-2025,3,Monday,10,5,4,5.16,134985,546,6,2817.36,2438.95,52.98,91,3.23,E-commerce,Medium,0.004044894,5.16,0.010989011,469.56,0.87,-378.41,-0.134313684,469.56,2025-09
CAMP_02324,Lead Generation,LinkedIn,Search,Desktop,Android,Carousel,320x50,Medium,TRUE,Trust,84,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,TRUE,29-05-2025,2,Thursday,9,7,4,10.02,5000,81,5,811.62,1256.24,58.63,78,2.08,E-commerce,Medium,0.0162,10.02,0.061728395,162.32,1.55,444.62,0.547817944,162.324,2025-05
CAMP_02325,Conversions,Google Ads,Search,Mobile,Android,Story,300x250,Short,FALSE,Fear,1,25-34,All,Gamers,<$50K,Low,TRUE,10-04-2024,2,Wednesday,23,52,5,4.98,36990,727,10,3620.46,1981.88,74.83,38,3.91,E-commerce,Low,0.019653961,4.98,0.013755158,362.05,0.55,-1638.58,-0.452588898,362.046,2024-04
CAMP_02326,Engagement,TikTok,Search,Mobile,iOS,Text,728x90,Medium,TRUE,Joy,35,35-44,Male,Shoppers,>$200K,High,FALSE,17-05-2025,2,Saturday,15,46,9,0.91,53512,446,3,405.86,2351.42,52.48,119,2.69,SaaS,Medium,0.008334579,0.91,0.006726457,135.29,5.79,1945.56,4.793672695,135.2866667,2025-05
CAMP_02327,Conversions,TikTok,Search,Mobile,Android,Video,1080x1080,Medium,TRUE,Joy,22,65+,All,Gamers,<$50K,Medium,FALSE,20-12-2025,4,Saturday,11,87,5,1.84,227950,10869,590,19998.96,78602.83,56.13,208,2.67,E-commerce,Medium,0.047681509,1.84,0.054282823,33.9,3.93,58603.87,2.930345878,33.89654237,2025-12
CAMP_02328,Brand Awareness,Google Ads,Stories,Desktop,iOS,Image,1080x1080,Short,TRUE,Trust,29,18-24,All,Business Professionals,$50K-$100K,Low,FALSE,29-03-2024,1,Friday,8,60,7,2.42,32504,777,6,1880.34,1819.66,60.48,53,2.49,E-commerce,High,0.02390475,2.42,0.007722008,313.39,0.97,-60.68,-0.03227076,313.39,2024-03
CAMP_02329,Conversions,Twitter,Feed,Mobile,Windows,Video,1920x1080,Short,TRUE,Urgency,62,45-54,Male,Business Professionals,$50K-$100K,Medium,FALSE,22-05-2025,2,Thursday,2,25,7,1.34,35787,862,36,1155.08,6526.12,45.33,115,1.71,Education,Low,0.024086959,1.34,0.041763341,32.09,5.65,5371.04,4.649929009,32.08555556,2025-05
CAMP_02330,Brand Awareness,Google Ads,In-Stream Video,Mobile,macOS,Video,300x250,Medium,FALSE,Trust,86,18-24,Female,Business Professionals,<$50K,Low,TRUE,17-07-2024,3,Wednesday,15,81,4,8.18,39414,833,8,6813.94,3260.67,63.27,50,3.95,SaaS,Medium,0.021134622,8.18,0.009603842,851.74,0.48,-3553.27,-0.521470691,851.7425,2024-07
